"","date","fed_funds_rate","recession_indicator","unemployment","core_cpi","real_fed_rate"
"1",1958-01-01,2.72,1,5.8,2.80702,-0.0870199999999999
"2",1958-02-01,1.67,1,6.4,2.7972,-1.1272
"3",1958-03-01,1.2,1,6.7,2.78746,-1.58746
"4",1958-04-01,1.26,1,7.4,2.43056,-1.17056
"5",1958-05-01,0.63,0,7.4,2.43056,-1.80056
"6",1958-06-01,0.93,0,7.3,2.42215,-1.49215
"7",1958-07-01,0.68,0,7.5,2.06897,-1.38897
"8",1958-08-01,1.53,0,7.4,2.06897,-0.53897
"9",1958-09-01,1.76,0,7.1,2.06186,-0.30186
"10",1958-10-01,1.8,0,6.7,1.71233,0.0876700000000001
"11",1958-11-01,2.27,0,6.2,1.70648,0.56352
"12",1958-12-01,2.42,0,6.2,2.04778,0.37222
"13",1959-01-01,2.48,0,6,2.04778,0.43222
"14",1959-02-01,2.43,0,5.9,1.70068,0.72932
"15",1959-03-01,2.8,0,5.6,1.69492,1.10508
"16",1959-04-01,2.96,0,5.2,1.69492,1.26508
"17",1959-05-01,2.9,0,5.1,2.0339,0.8661
"18",1959-06-01,3.39,0,5,2.02703,1.36297
"19",1959-07-01,3.47,0,5.1,2.02703,1.44297
"20",1959-08-01,3.5,0,5.2,2.02703,1.47297
"21",1959-09-01,3.76,0,5.5,2.0202,1.7398
"22",1959-10-01,3.98,0,5.7,2.3569,1.6231
"23",1959-11-01,4,0,5.8,2.01342,1.98658
"24",1959-12-01,3.99,0,5.3,2.00669,1.98331
"25",1960-01-01,3.99,0,5.2,2.00669,1.98331
"26",1960-02-01,3.97,0,4.8,2.34114,1.62886
"27",1960-03-01,3.84,0,5.4,2,1.84
"28",1960-04-01,3.92,0,5.2,2,1.92
"29",1960-05-01,3.85,1,5.1,1.66113,2.18887
"30",1960-06-01,3.32,1,5.4,1.65563,1.66437
"31",1960-07-01,3.23,1,5.5,1.3245,1.9055
"32",1960-08-01,2.98,1,5.6,1.3245,1.6555
"33",1960-09-01,2.6,1,5.5,0.9901,1.6099
"34",1960-10-01,2.47,1,6.1,1.31579,1.15421
"35",1960-11-01,2.44,1,6.1,1.31579,1.12421
"36",1960-12-01,1.98,1,6.6,0.65574,1.32426
"37",1961-01-01,1.45,1,6.6,0.98361,0.46639
"38",1961-02-01,2.54,1,6.9,0.65359,1.88641
"39",1961-03-01,2.02,0,6.9,0.98039,1.03961
"40",1961-04-01,1.49,0,7,0.98039,0.50961
"41",1961-05-01,1.98,0,7.1,0.98039,0.99961
"42",1961-06-01,1.73,0,6.9,0.9772,0.7528
"43",1961-07-01,1.17,0,7,1.30719,-0.13719
"44",1961-08-01,2,0,6.6,1.63399,0.36601
"45",1961-09-01,1.88,0,6.7,1.63399,0.24601
"46",1961-10-01,2.26,0,6.5,0.97403,1.28597
"47",1961-11-01,2.61,0,6.1,1.2987,1.3113
"48",1961-12-01,2.33,0,6,1.62866,0.70134
"49",1962-01-01,2.15,0,5.8,1.2987,0.8513
"50",1962-02-01,2.37,0,5.5,1.2987,1.0713
"51",1962-03-01,2.85,0,5.6,1.2945,1.5555
"52",1962-04-01,2.78,0,5.6,1.2945,1.4855
"53",1962-05-01,2.36,0,5.5,1.61812,0.74188
"54",1962-06-01,2.68,0,5.5,1.29032,1.38968
"55",1962-07-01,2.71,0,5.4,1.29032,1.41968
"56",1962-08-01,2.93,0,5.7,1.28617,1.64383
"57",1962-09-01,2.9,0,5.6,1.28617,1.61383
"58",1962-10-01,2.9,0,5.4,1.28617,1.61383
"59",1962-11-01,2.94,0,5.7,0.96154,1.97846
"60",1962-12-01,2.93,0,5.5,1.28205,1.64795
"61",1963-01-01,2.92,0,5.7,0.96154,1.95846
"62",1963-02-01,3,0,5.9,1.28205,1.71795
"63",1963-03-01,2.98,0,5.7,1.27796,1.70204
"64",1963-04-01,2.9,0,5.7,1.27796,1.62204
"65",1963-05-01,3,0,5.9,0.95541,2.04459
"66",1963-06-01,2.99,0,5.6,1.27389,1.71611
"67",1963-07-01,3.02,0,5.6,1.27389,1.74611
"68",1963-08-01,3.49,0,5.4,1.26984,2.22016
"69",1963-09-01,3.48,0,5.5,1.26984,2.21016
"70",1963-10-01,3.5,0,5.5,1.5873,1.9127
"71",1963-11-01,3.48,0,5.7,1.5873,1.8927
"72",1963-12-01,3.38,0,5.5,1.58228,1.79772
"73",1964-01-01,3.48,0,5.6,2.22222,1.25778
"74",1964-02-01,3.48,0,5.4,1.89873,1.58127
"75",1964-03-01,3.43,0,5.4,1.57729,1.85271
"76",1964-04-01,3.47,0,5.3,1.57729,1.89271
"77",1964-05-01,3.5,0,5.1,1.57729,1.92271
"78",1964-06-01,3.5,0,5.2,1.57233,1.92767
"79",1964-07-01,3.42,0,4.9,1.57233,1.84767
"80",1964-08-01,3.5,0,5,1.25392,2.24608
"81",1964-09-01,3.45,0,5.1,1.25392,2.19608
"82",1964-10-01,3.36,0,5.1,1.25,2.11
"83",1964-11-01,3.52,0,4.8,1.5625,1.9575
"84",1964-12-01,3.85,0,5,1.24611,2.60389
"85",1965-01-01,3.9,0,4.9,1.24224,2.65776
"86",1965-02-01,3.98,0,5.1,1.24224,2.73776
"87",1965-03-01,4.05,0,4.7,1.24224,2.80776
"88",1965-04-01,4.09,0,4.8,1.5528,2.5372
"89",1965-05-01,4.1,0,4.6,1.5528,2.5472
"90",1965-06-01,4.05,0,4.6,1.23839,2.81161
"91",1965-07-01,4.09,0,4.4,1.23839,2.85161
"92",1965-08-01,4.12,0,4.4,1.23839,2.88161
"93",1965-09-01,4.02,0,4.3,1.54799,2.47201
"94",1965-10-01,4.08,0,4.2,1.23457,2.84543
"95",1965-11-01,4.1,0,4.1,1.23077,2.86923
"96",1965-12-01,4.32,0,4,1.53846,2.78154
"97",1966-01-01,4.42,0,4,1.22699,3.19301
"98",1966-02-01,4.6,0,3.8,1.53374,3.06626
"99",1966-03-01,4.66,0,3.8,1.53374,3.12626
"100",1966-04-01,4.67,0,3.8,1.83486,2.83514
"101",1966-05-01,4.9,0,3.9,2.14067,2.75933
"102",1966-06-01,5.17,0,3.8,2.44648,2.72352
"103",1966-07-01,5.3,0,3.8,2.75229,2.54771
"104",1966-08-01,5.53,0,3.8,3.0581,2.4719
"105",1966-09-01,5.4,0,3.7,3.04878,2.35122
"106",1966-10-01,5.53,0,3.7,3.65854,1.87146
"107",1966-11-01,5.76,0,3.6,3.34347,2.41653
"108",1966-12-01,5.4,0,3.8,3.33333,2.06667
"109",1967-01-01,4.94,0,3.9,3.63636,1.30364
"110",1967-02-01,5,0,3.8,3.32326,1.67674
"111",1967-03-01,4.53,0,3.8,3.62538,0.90462
"112",1967-04-01,4.05,0,3.8,3.3033,0.7467
"113",1967-05-01,3.94,0,3.8,3.29341,0.64659
"114",1967-06-01,3.98,0,3.9,3.28358,0.69642
"115",1967-07-01,3.79,0,3.8,3.27381,0.51619
"116",1967-08-01,3.9,0,3.8,3.56083,0.33917
"117",1967-09-01,3.99,0,3.8,3.5503,0.4397
"118",1967-10-01,3.88,0,4,3.23529,0.64471
"119",1967-11-01,4.13,0,3.9,3.52941,0.60059
"120",1967-12-01,4.51,0,3.8,3.81232,0.69768
"121",1968-01-01,4.61,0,3.7,3.80117,0.80883
"122",1968-02-01,4.71,0,3.8,4.38596,0.32404
"123",1968-03-01,5.05,0,3.7,4.37318,0.67682
"124",1968-04-01,5.76,0,3.5,4.36047,1.39953
"125",1968-05-01,6.12,0,3.5,4.34783,1.77217
"126",1968-06-01,6.07,0,3.7,4.62428,1.44572
"127",1968-07-01,6.03,0,3.7,4.89914,1.13086
"128",1968-08-01,6.03,0,3.5,4.58453,1.44547
"129",1968-09-01,5.78,0,3.4,4.85714,0.92286
"130",1968-10-01,5.91,0,3.4,5.12821,0.78179
"131",1968-11-01,5.82,0,3.4,5.39773,0.42227
"132",1968-12-01,6.02,0,3.4,5.08475,0.93525
"133",1969-01-01,6.3,0,3.4,5.07042,1.22958
"134",1969-02-01,6.61,0,3.4,5.32213,1.28787
"135",1969-03-01,6.79,0,3.4,5.58659,1.20341
"136",1969-04-01,7.41,0,3.4,6.12813,1.28187
"137",1969-05-01,8.67,0,3.4,5.83333,2.83667
"138",1969-06-01,8.9,0,3.5,5.8011,3.0989
"139",1969-07-01,8.61,0,3.5,5.76923,2.84077
"140",1969-08-01,9.19,0,3.5,6.0274,3.1626
"141",1969-09-01,9.15,0,3.7,5.99455,3.15545
"142",1969-10-01,9,0,3.7,5.96206,3.03794
"143",1969-11-01,8.85,0,3.5,5.66038,3.18962
"144",1969-12-01,8.97,0,3.5,5.91398,3.05602
"145",1970-01-01,8.98,1,3.9,6.16622,2.81378
"146",1970-02-01,8.98,1,4.2,5.85106,3.12894
"147",1970-03-01,7.76,1,4.4,6.08466,1.67534
"148",1970-04-01,8.1,1,4.6,6.03675,2.06325
"149",1970-05-01,7.95,1,4.8,6.29921,1.65079
"150",1970-06-01,7.61,1,4.9,6.52742,1.08258
"151",1970-07-01,7.21,1,5,6.23377,0.97623
"152",1970-08-01,6.62,1,5.1,6.20155,0.41845
"153",1970-09-01,6.29,1,5.4,6.16967,0.12033
"154",1970-10-01,6.2,1,5.5,6.13811,0.06189
"155",1970-11-01,5.6,1,5.9,6.63265,-1.03265
"156",1970-12-01,4.9,0,6.1,6.59898,-1.69898
"157",1971-01-01,4.14,0,5.9,6.31313,-2.17313
"158",1971-02-01,3.72,0,5.9,6.03015,-2.31015
"159",1971-03-01,3.71,0,6,5.23691,-1.52691
"160",1971-04-01,4.16,0,5.9,4.9505,-0.7905
"161",1971-05-01,4.63,0,5.9,5.18519,-0.55519
"162",1971-06-01,4.91,0,5.9,4.90196,0.00804000000000027
"163",1971-07-01,5.31,0,6,4.88998,0.420019999999999
"164",1971-08-01,5.57,0,6.1,4.62287,0.94713
"165",1971-09-01,5.55,0,6,4.11622,1.43378
"166",1971-10-01,5.2,0,5.8,3.85542,1.34458
"167",1971-11-01,4.91,0,6,3.34928,1.56072
"168",1971-12-01,4.14,0,6,3.09524,1.04476
"169",1972-01-01,3.51,0,5.8,3.32542,0.18458
"170",1972-02-01,3.3,0,5.7,3.31754,-0.0175400000000003
"171",1972-03-01,3.83,0,5.8,3.31754,0.51246
"172",1972-04-01,4.17,0,5.7,3.30189,0.86811
"173",1972-05-01,4.27,0,5.7,3.05164,1.21836
"174",1972-06-01,4.46,0,5.7,2.80374,1.65626
"175",1972-07-01,4.55,0,5.6,2.7972,1.7528
"176",1972-08-01,4.81,0,5.6,3.02326,1.78674
"177",1972-09-01,4.87,0,5.5,3.02326,1.84674
"178",1972-10-01,5.05,0,5.6,3.01624,2.03376
"179",1972-11-01,5.06,0,5.3,2.77778,2.28222
"180",1972-12-01,5.33,0,5.2,3.00231,2.32769
"181",1973-01-01,5.94,0,4.9,2.52874,3.41126
"182",1973-02-01,6.58,0,5,2.75229,3.82771
"183",1973-03-01,7.09,0,4.9,3.21101,3.87899
"184",1973-04-01,7.12,0,5,2.96804,4.15196
"185",1973-05-01,7.84,0,4.9,3.18907,4.65093
"186",1973-06-01,8.49,0,4.9,3.18182,5.30818
"187",1973-07-01,10.4,0,4.8,3.1746,7.2254
"188",1973-08-01,10.5,0,4.8,3.16027,7.33973
"189",1973-09-01,10.78,0,4.8,3.83747,6.94253
"190",1973-10-01,10.01,0,4.6,4.27928,5.73072
"191",1973-11-01,10.03,0,4.8,4.72973,5.30027
"192",1973-12-01,9.95,1,4.9,4.70852,5.24148
"193",1974-01-01,9.65,1,5.1,5.15695,4.49305
"194",1974-02-01,8.97,1,5.2,5.35714,3.61286
"195",1974-03-01,9.35,1,5.1,5.77778,3.57222
"196",1974-04-01,10.51,1,5.1,6.20843,4.30157
"197",1974-05-01,11.31,1,5.1,7.06402,4.24598
"198",1974-06-01,11.93,1,5.4,7.92952,4.00048
"199",1974-07-01,12.92,1,5.5,8.79121,4.12879
"200",1974-08-01,12.01,1,5.5,9.84683,2.16317
"201",1974-09-01,11.34,1,5.9,10.21739,1.12261
"202",1974-10-01,10.06,1,6,10.58315,-0.523149999999999
"203",1974-11-01,9.45,1,6.6,10.96774,-1.51774
"204",1974-12-01,8.53,1,7.2,11.34904,-2.81904
"205",1975-01-01,7.13,1,8.1,11.51386,-4.38386
"206",1975-02-01,6.24,1,8.1,11.86441,-5.62441
"207",1975-03-01,5.54,1,8.6,11.34454,-5.80454
"208",1975-04-01,5.49,0,8.8,11.27349,-5.78349
"209",1975-05-01,5.22,0,9,10.30928,-5.08928
"210",1975-06-01,5.55,0,8.8,9.79592,-4.24592
"211",1975-07-01,6.1,0,8.6,9.09091,-2.99091
"212",1975-08-01,6.14,0,8.4,7.96813,-1.82813
"213",1975-09-01,6.24,0,8.4,7.49507,-1.25507
"214",1975-10-01,5.82,0,8.4,7.03125,-1.21125
"215",1975-11-01,5.22,0,8.3,6.97674,-1.75674
"216",1975-12-01,5.2,0,8.2,6.73077,-1.53077
"217",1976-01-01,4.87,0,7.9,6.88337,-2.01337
"218",1976-02-01,4.77,0,7.7,6.43939,-1.66939
"219",1976-03-01,4.84,0,7.6,6.60377,-1.76377
"220",1976-04-01,4.82,0,7.7,6.37899,-1.55899
"221",1976-05-01,5.29,0,7.4,6.54206,-1.25206
"222",1976-06-01,5.48,0,7.6,6.3197,-0.8397
"223",1976-07-01,5.31,0,7.8,6.66667,-1.35667
"224",1976-08-01,5.29,0,7.8,6.82657,-1.53657
"225",1976-09-01,5.25,0,7.6,6.78899,-1.53899
"226",1976-10-01,5.02,0,7.7,6.75182,-1.73182
"227",1976-11-01,4.95,0,7.8,6.34058,-1.39058
"228",1976-12-01,4.65,0,7.8,6.12613,-1.47613
"229",1977-01-01,4.61,0,7.5,6.08229,-1.47229
"230",1977-02-01,4.68,0,7.6,6.22776,-1.54776
"231",1977-03-01,4.69,0,7.4,6.19469,-1.50469
"232",1977-04-01,4.73,0,7.2,6.34921,-1.61921
"233",1977-05-01,5.35,0,7,6.31579,-0.96579
"234",1977-06-01,5.39,0,7.2,6.64336,-1.25336
"235",1977-07-01,5.42,0,6.9,6.25,-0.83
"236",1977-08-01,5.9,0,7,6.21762,-0.31762
"237",1977-09-01,6.14,0,6.8,6.18557,-0.0455700000000006
"238",1977-10-01,6.47,0,6.8,5.98291,0.487089999999999
"239",1977-11-01,6.51,0,6.8,6.13288,0.37712
"240",1977-12-01,6.56,0,6.4,6.45161,0.10839
"241",1978-01-01,6.7,0,6.4,6.40809,0.291910000000001
"242",1978-02-01,6.78,0,6.3,6.19765,0.58235
"243",1978-03-01,6.79,0,6.3,6.33333,0.45667
"244",1978-04-01,6.89,0,6.1,6.6335,0.2565
"245",1978-05-01,7.36,0,6,6.76568,0.594320000000001
"246",1978-06-01,7.6,0,5.9,6.88525,0.71475
"247",1978-07-01,7.81,0,6.2,7.18954,0.62046
"248",1978-08-01,8.04,0,5.9,7.47967,0.56033
"249",1978-09-01,8.45,0,6,7.9288,0.521199999999999
"250",1978-10-01,8.96,0,5.8,8.3871,0.572900000000001
"251",1978-11-01,9.76,0,5.9,8.50722,1.25278
"252",1978-12-01,10.03,0,6,8.45295,1.57705
"253",1979-01-01,10.07,0,5.9,8.55784,1.51216
"254",1979-02-01,10.06,0,5.9,9.14826,0.91174
"255",1979-03-01,10.09,0,5.8,9.40439,0.68561
"256",1979-04-01,10.01,0,5.8,9.33126,0.67874
"257",1979-05-01,10.24,0,5.6,9.42813,0.811870000000001
"258",1979-06-01,10.29,0,5.7,9.35583,0.93417
"259",1979-07-01,10.47,0,5.7,9.60366,0.866340000000001
"260",1979-08-01,10.94,0,6,9.98487,0.955129999999999
"261",1979-09-01,11.43,0,5.9,9.89505,1.53495
"262",1979-10-01,13.77,0,6,10.11905,3.65095
"263",1979-11-01,13.18,0,5.9,10.65089,2.52911
"264",1979-12-01,13.78,0,6,11.32353,2.45647
"265",1980-01-01,13.82,0,6.3,11.9708,1.8492
"266",1980-02-01,14.13,1,6.3,11.99422,2.13578
"267",1980-03-01,17.19,1,6.3,12.60745,4.58255
"268",1980-04-01,17.61,1,6.9,13.08677,4.52323
"269",1980-05-01,10.98,1,7.5,13.13559,-2.15559
"270",1980-06-01,9.47,1,7.6,13.60449,-4.13449
"271",1980-07-01,9.03,1,7.8,12.3783,-3.3483
"272",1980-08-01,9.61,0,7.7,11.82944,-2.21944
"273",1980-09-01,10.87,0,7.5,12.00546,-1.13546
"274",1980-10-01,12.81,0,7.5,12.16216,0.64784
"275",1980-11-01,15.85,0,7.5,12.16578,3.68422
"276",1980-12-01,18.9,0,7.2,12.15324,6.74676
"277",1981-01-01,19.08,0,7.5,11.34289,7.73711
"278",1981-02-01,15.93,0,7.4,10.83871,5.09129
"279",1981-03-01,14.7,0,7.4,9.92366,4.77634
"280",1981-04-01,15.72,0,7.2,9.43396,6.28604
"281",1981-05-01,18.52,0,7.5,9.61298,8.90702
"282",1981-06-01,19.1,0,7.5,9.38272,9.71728
"283",1981-07-01,19.04,0,7.2,11.13861,7.90139
"284",1981-08-01,17.82,1,7.4,11.56212,6.25788
"285",1981-09-01,15.87,1,7.6,11.81486,4.05514
"286",1981-10-01,15.08,1,7.9,10.96386,4.11614
"287",1981-11-01,13.31,1,8.3,10.2503,3.0597
"288",1981-12-01,12.37,1,8.5,9.54064,2.82936
"289",1982-01-01,13.22,1,8.6,9.25059,3.96941
"290",1982-02-01,14.78,1,8.9,9.19674,5.58326
"291",1982-03-01,14.68,1,9,8.68056,5.99944
"292",1982-04-01,14.94,1,9.3,8.85057,6.08943
"293",1982-05-01,14.45,1,9.4,8.65604,5.79396
"294",1982-06-01,14.15,1,9.6,8.46501,5.68499
"295",1982-07-01,12.59,1,9.8,7.68374,4.90626
"296",1982-08-01,10.12,1,9.8,7.05623,3.06377
"297",1982-09-01,10.31,1,10.1,5.88235,4.42765
"298",1982-10-01,9.71,1,10.4,5.86319,3.84681
"299",1982-11-01,9.2,1,10.8,5.18919,4.01081
"300",1982-12-01,8.95,0,10.8,4.51613,4.43387
"301",1983-01-01,8.68,0,10.4,4.60879,4.07121
"302",1983-02-01,8.51,0,10.4,4.47761,4.03239
"303",1983-03-01,8.77,0,10.3,4.57934,4.19066
"304",1983-04-01,8.8,0,10.2,4.11827,4.68173
"305",1983-05-01,8.63,0,10.1,3.66876,4.96124
"306",1983-06-01,8.98,0,10.1,3.22581,5.75419
"307",1983-07-01,9.37,0,9.4,3.20579,6.16421
"308",1983-08-01,9.56,0,9.5,3.0896,6.4704
"309",1983-09-01,9.45,0,9.2,3.39506,6.05494
"310",1983-10-01,9.48,0,8.8,3.58974,5.89026
"311",1983-11-01,9.34,0,8.5,4.31655,5.02345
"312",1983-12-01,9.47,0,8.3,4.73251,4.73749
"313",1984-01-01,9.56,0,8,5.02049,4.53951
"314",1984-02-01,9.59,0,7.8,4.89796,4.69204
"315",1984-03-01,9.91,0,7.8,5.09165,4.81835
"316",1984-04-01,10.29,0,7.7,5.17241,5.11759
"317",1984-05-01,10.32,0,7.4,5.25784,5.06216
"318",1984-06-01,11.06,0,7.2,5.34274,5.71726
"319",1984-07-01,11.23,0,7.5,5.21042,6.01958
"320",1984-08-01,11.64,0,7.5,5.29471,6.34529
"321",1984-09-01,11.3,0,7.3,5.27363,6.02637
"322",1984-10-01,9.99,0,7.4,5.14851,4.84149
"323",1984-11-01,9.43,0,7.2,4.82759,4.60241
"324",1984-12-01,8.38,0,7.3,4.91159,3.46841
"325",1985-01-01,8.35,0,7.3,4.4878,3.8622
"326",1985-02-01,8.5,0,7.2,4.76654,3.73346
"327",1985-03-01,8.58,0,7.2,4.74806,3.83194
"328",1985-04-01,8.27,0,7.3,4.5323,3.7377
"329",1985-05-01,7.97,0,7.2,4.51489,3.45511
"330",1985-06-01,7.53,0,7.4,4.40191,3.12809
"331",1985-07-01,7.88,0,7.4,4.19048,3.68952
"332",1985-08-01,7.9,0,7.1,4.17457,3.72543
"333",1985-09-01,7.92,0,7.1,3.96975,3.95025
"334",1985-10-01,7.99,0,7.1,4.04896,3.94104
"335",1985-11-01,8.05,0,7,4.41729,3.63271
"336",1985-12-01,8.27,0,7,4.30712,3.96288
"337",1986-01-01,8.14,0,6.7,4.48179,3.65821
"338",1986-02-01,7.86,0,7.2,4.17827,3.68173
"339",1986-03-01,7.48,0,7.2,4.07031,3.40969
"340",1986-04-01,6.99,0,7.1,4.15129,2.83871
"341",1986-05-01,6.85,0,7.2,3.95221,2.89779
"342",1986-06-01,6.92,0,7.2,3.94134,2.97866
"343",1986-07-01,6.56,0,7,4.02194,2.53806
"344",1986-08-01,6.17,0,6.9,4.00729,2.16271
"345",1986-09-01,5.89,0,7,4.18182,1.70818
"346",1986-10-01,5.85,0,7,4.0724,1.7776
"347",1986-11-01,6.04,0,6.9,3.78038,2.25962
"348",1986-12-01,6.91,0,6.6,3.7702,3.1398
"349",1987-01-01,6.43,0,6.6,3.57462,2.85538
"350",1987-02-01,6.1,0,6.6,3.56506,2.53494
"351",1987-03-01,6.13,0,6.6,3.64444,2.48556
"352",1987-04-01,6.37,0,6.3,3.89725,2.47275
"353",1987-05-01,6.85,0,6.3,4.0672,2.7828
"354",1987-06-01,6.73,0,6.2,3.96825,2.76175
"355",1987-07-01,6.58,0,6.1,3.95431,2.62569
"356",1987-08-01,6.73,0,6,3.94046,2.78954
"357",1987-09-01,7.22,0,5.9,4.01396,3.20604
"358",1987-10-01,7.29,0,6,4.17391,3.11609
"359",1987-11-01,6.69,0,5.8,4.16305,2.52695
"360",1987-12-01,6.77,0,5.7,4.15225,2.61775
"361",1988-01-01,6.83,0,5.7,4.31406,2.51594
"362",1988-02-01,6.58,0,5.7,4.30293,2.27707
"363",1988-03-01,6.58,0,5.7,4.37393,2.20607
"364",1988-04-01,6.87,0,5.4,4.26257,2.60743
"365",1988-05-01,7.09,0,5.6,4.24809,2.84191
"366",1988-06-01,7.51,0,5.4,4.49534,3.01466
"367",1988-07-01,7.75,0,5.4,4.48014,3.26986
"368",1988-08-01,8.01,0,5.6,4.46504,3.54496
"369",1988-09-01,8.19,0,5.4,4.61409,3.57591
"370",1988-10-01,8.3,0,5.4,4.50751,3.79249
"371",1988-11-01,8.35,0,5.3,4.57952,3.77048
"372",1988-12-01,8.76,0,5.3,4.65116,4.10884
"373",1989-01-01,9.12,0,5.4,4.63193,4.48807
"374",1989-02-01,9.36,0,5.2,4.70297,4.65703
"375",1989-03-01,9.85,0,5,4.68365,5.16635
"376",1989-04-01,9.84,0,5.2,4.49714,5.34286
"377",1989-05-01,9.81,0,5.2,4.56398,5.24602
"378",1989-06-01,9.53,0,5.3,4.54545,4.98455
"379",1989-07-01,9.24,0,5.2,4.53074,4.70926
"380",1989-08-01,8.99,0,5.2,4.43548,4.55452
"381",1989-09-01,9.02,0,5.3,4.17001,4.84999
"382",1989-10-01,8.84,0,5.3,4.3131,4.5269
"383",1989-11-01,8.55,0,5.4,4.37898,4.17102
"384",1989-12-01,8.45,0,5.4,4.44444,4.00556
"385",1990-01-01,8.23,0,5.4,4.42688,3.80312
"386",1990-02-01,8.24,0,5.3,4.57053,3.66947
"387",1990-03-01,8.28,0,5.2,4.78807,3.49193
"388",1990-04-01,8.26,0,5.4,4.85133,3.40867
"389",1990-05-01,8.18,0,5.4,4.75448,3.42552
"390",1990-06-01,8.29,0,5.2,4.8913,3.3987
"391",1990-07-01,8.15,0,5.5,5.10836,3.04164
"392",1990-08-01,8.13,1,5.7,5.48263,2.64737
"393",1990-09-01,8.2,1,5.9,5.54273,2.65727
"394",1990-10-01,8.11,1,5.9,5.35988,2.75012
"395",1990-11-01,7.81,1,6.2,5.26316,2.54684
